animals_code,name,sex,age,species_code,herd,capture_site,data_source,note,insert_timestamp,commonHerd,coreGYE,Fed
SC11030,,F,6,1,Sage Creek,Sage Creek,"Montana FWP, 2020",original ScannerID 121,2020-03-31 11:06:14,Blacktail,YES,NO
SC11031,,F,8,1,Sage Creek,Sage Creek,"Montana FWP, 2020",original ScannerID 21,2020-03-31 11:06:14,Blacktail,YES,NO
SC11033,,F,6,1,Sage Creek,Clark Canyon,"Montana FWP, 2020",Harvested 11/11/2014 in 9W 11S 34; BLM land; original ScannerID 107,2020-03-31 11:06:14,Blacktail,YES,NO
SC11039,,F,2,1,Sage Creek,Clark Canyon,"Montana FWP, 2020",original ScannerID 102,2020-03-31 11:06:14,Blacktail,YES,NO
SC11040,,F,6,1,Sage Creek,Clark Canyon,"Montana FWP, 2020",unknown mortality retrieved 10/19/12; original ScannerID 105,2020-03-31 11:06:14,Blacktail,YES,NO
SC11041,,F,4,1,Sage Creek,Clark Canyon,"Montana FWP, 2020",unknown mortality retrieved 10/18/12; original ScannerID 104,2020-03-31 11:06:14,Blacktail,YES,NO
SC11042,,F,4,1,Sage Creek,Sage Creek,"Montana FWP, 2020",original ScannerID 113,2020-03-31 11:06:14,Blacktail,YES,NO
SC11043,,F,8,1,Sage Creek,Sage Creek,"Montana FWP, 2020",original ScannerID 120,2020-03-31 11:06:14,Blacktail,YES,NO
SC11045,,F,10,1,Sage Creek,Sage Creek,"Montana FWP, 2020",original ScannerID 124,2020-03-31 11:06:14,Blacktail,YES,NO
SC11047,,F,4,1,Sage Creek,Sage Creek,"Montana FWP, 2020",original ScannerID 117,2020-03-31 11:06:14,Blacktail,YES,NO
SC11050,,F,7,1,Sage Creek,Sage Creek,"Montana FWP, 2020",original ScannerID 15,2020-03-31 11:06:14,Blacktail,YES,NO
SC11053,,F,4,1,Sage Creek,Clark Canyon,"Montana FWP, 2020",hunter harvest 10/20/12; original ScannerID 108,2020-03-31 11:06:14,Blacktail,YES,NO
SC11055,,F,8,1,Sage Creek,Sage Creek,"Montana FWP, 2020",Hunter Harvest 2015; original ScannerID 123,2020-03-31 11:06:14,Blacktail,YES,NO
SC11057,,F,7,1,Sage Creek,Clark Canyon,"Montana FWP, 2020",Harvested after collar was off on 11/14/14 in Henneberry Gulch TSR: 9S 9W 30; original ScannerID 119,2020-03-31 11:06:14,Blacktail,YES,NO
SC11069,,F,4,1,Sage Creek,Sage Creek,"Montana FWP, 2020",Harvested near Lakeview 10/29/13; original ScannerID 122,2020-03-31 11:06:14,Blacktail,YES,NO
SC11073,,F,4,1,Sage Creek,Sage Creek,"Montana FWP, 2020",original ScannerID 116,2020-03-31 11:06:14,Blacktail,YES,NO
SC11074,,F,4,1,Sage Creek,Clark Canyon,"Montana FWP, 2020",original ScannerID 109,2020-03-31 11:06:14,Blacktail,YES,NO
SC11078,,F,6,1,Sage Creek,Clark Canyon,"Montana FWP, 2020",original ScannerID 110,2020-03-31 11:06:14,Blacktail,YES,NO
SC11079,,F,6,1,Sage Creek,Sage Creek,"Montana FWP, 2020",Hunter harvest 2015; original ScannerID 115,2020-03-31 11:06:14,Blacktail,YES,NO
SC11080,,F,4,1,Sage Creek,Sage Creek,"Montana FWP, 2020",original ScannerID 19,2020-03-31 11:06:14,Blacktail,YES,NO
SC11087,,F,6,1,Sage Creek,Sage Creek,"Montana FWP, 2020","Check ultrasound, aborted; original ScannerID 17",2020-03-31 11:06:14,Blacktail,YES,NO
SC11092,,F,8,1,Sage Creek,Sage Creek,"Montana FWP, 2020",harvested in Idaho; original ScannerID 114,2020-03-31 11:06:14,Blacktail,YES,NO
SC11097,,F,6,1,Sage Creek,Sage Creek,"Montana FWP, 2020",died during Jan 2013 capture; original ScannerID 13,2020-03-31 11:06:14,Blacktail,YES,NO
SC202,,F,6,1,Sage Creek,Sage Creek,"Montana FWP, 2020",original ScannerID 125,2020-03-31 11:06:14,Blacktail,YES,NO
WCS_Elk_E12989,,"","",1,Sand Creek,"","Rickbeil et al, 2019","",2019-11-12 11:14:12,Sand Creek,YES,NO
WCS_Elk_E12990,,"","",1,Sand Creek,"","Rickbeil et al, 2019","",2019-11-12 11:14:12,Sand Creek,YES,NO
WCS_Elk_E12991,,"","",1,Sand Creek,"","Rickbeil et al, 2019","",2019-11-12 11:14:12,Sand Creek,YES,NO
WCS_Elk_E12993,,"","",1,Sand Creek,"","Rickbeil et al, 2019","",2019-11-12 11:14:12,Sand Creek,YES,NO
WCS_Elk_E12997,,"","",1,Sand Creek,"","Rickbeil et al, 2019","",2019-11-12 11:14:12,Sand Creek,YES,NO
WCS_Elk_E5084,,"","",1,Sand Creek,"","Rickbeil et al, 2019","",2019-11-12 11:14:12,Sand Creek,YES,NO
WCS_Elk_E8900,,"","",1,Sand Creek,"","Rickbeil et al, 2019","",2019-11-12 11:14:12,Sand Creek,YES,NO
WCS_Elk_E8901,,"","",1,Sand Creek,"","Rickbeil et al, 2019","",2019-11-12 11:14:12,Sand Creek,YES,NO
WCS_Elk_E8902,,"","",1,Sand Creek,"","Rickbeil et al, 2019","",2019-11-12 11:14:12,Sand Creek,YES,NO
WCS_Elk_E8903,,"","",1,Sand Creek,"","Rickbeil et al, 2019","",2019-11-12 11:14:12,Sand Creek,YES,NO
WCS_Elk_E8905,,"","",1,Sand Creek,"","Rickbeil et al, 2019","",2019-11-12 11:14:12,Sand Creek,YES,NO
WCS_Elk_E8906,,"","",1,Sand Creek,"","Rickbeil et al, 2019","",2019-11-12 11:14:12,Sand Creek,YES,NO
WCS_Elk_E8907,,"","",1,Sand Creek,"","Rickbeil et al, 2019","",2019-11-12 11:14:12,Sand Creek,YES,NO
WCS_Elk_E8908,,"","",1,Sand Creek,"","Rickbeil et al, 2019","",2019-11-12 11:14:12,Sand Creek,YES,NO
WCS_Elk_E8909,,"","",1,Sand Creek,"","Rickbeil et al, 2019","",2019-11-12 11:14:12,Sand Creek,YES,NO
WCS_Elk_E8910,,"","",1,Sand Creek,"","Rickbeil et al, 2019","",2019-11-12 11:14:12,Sand Creek,YES,NO
WCS_Elk_E8912,,"","",1,Sand Creek,"","Rickbeil et al, 2019","",2019-11-12 11:14:12,Sand Creek,YES,NO
WCS_Elk_E8913,,"","",1,Sand Creek,"","Rickbeil et al, 2019","",2019-11-12 11:14:12,Sand Creek,YES,NO
WCS_Elk_E8914,,"","",1,Sand Creek,"","Rickbeil et al, 2019","",2019-11-12 11:14:12,Sand Creek,YES,NO
WCS_Elk_E8915,,"","",1,Sand Creek,"","Rickbeil et al, 2019","",2019-11-12 11:14:12,Sand Creek,YES,NO
WCS_Elk_E8916,,"","",1,Sand Creek,"","Rickbeil et al, 2019","",2019-11-12 11:14:12,Sand Creek,YES,NO
WCS_Elk_E8917,,"","",1,Sand Creek,"","Rickbeil et al, 2019","",2019-11-12 11:14:12,Sand Creek,YES,NO
WCS_Elk_E8918,,"","",1,Sand Creek,"","Rickbeil et al, 2019","",2019-11-12 11:14:12,Sand Creek,YES,NO
WCS_Elk_E8919,,"","",1,Sand Creek,"","Rickbeil et al, 2019","",2019-11-12 11:14:12,Sand Creek,YES,NO
WCS_Elk_E8920,,"","",1,Sand Creek,"","Rickbeil et al, 2019","",2019-11-12 11:14:12,Sand Creek,YES,NO
WCS_Elk_E8921,,"","",1,Sand Creek,"","Rickbeil et al, 2019","",2019-11-12 11:14:12,Sand Creek,YES,NO
WCS_Elk_E8922,,"","",1,Sand Creek,"","Rickbeil et al, 2019","",2019-11-12 11:14:12,Sand Creek,YES,NO
WCS_Elk_E8923,,"","",1,Sand Creek,"","Rickbeil et al, 2019","",2019-11-12 11:14:12,Sand Creek,YES,NO
WCS_Elk_E8924,,"","",1,Sand Creek,"","Rickbeil et al, 2019","",2019-11-12 11:14:12,Sand Creek,YES,NO
WCS_Elk_E8928,,"","",1,Sand Creek,"","Rickbeil et al, 2019","",2019-11-12 11:14:12,Sand Creek,YES,NO
WCS_Elk_E8929,,"","",1,Sand Creek,"","Rickbeil et al, 2019","",2019-11-12 11:14:12,Sand Creek,YES,NO
BRUC15039,,F,8,1,Silver Run,HD502,"Montana FWP, 2020",Harvested by Brian Elliot (Cody) Oct 2016,2020-03-31 11:06:14,Silver Run,NO,NO
BRUC15054,,F,3,1,Silver Run,HD520 S,"Montana FWP, 2020","",2020-03-31 11:06:14,Silver Run,NO,NO
BRUC15062,,F,2,1,Silver Run,HD520 S,"Montana FWP, 2020","",2020-03-31 11:06:14,Silver Run,NO,NO
BRUC15064,,F,2,1,Silver Run,HD520 S,"Montana FWP, 2020","",2020-03-31 11:06:14,Silver Run,NO,NO
BRUC15066,,F,10,1,Silver Run,HD520 S,"Montana FWP, 2020",Ear Tag B: L362,2020-03-31 11:06:14,Silver Run,NO,NO
BRUC15074,,F,2,1,Silver Run,HD502,"Montana FWP, 2020","",2020-03-31 11:06:14,Silver Run,NO,NO
BRUC15086,,F,9,1,Silver Run,HD520 S,"Montana FWP, 2020","",2020-03-31 11:06:14,Silver Run,NO,NO
BRUC15087,,F,7,1,Silver Run,HD520 S,"Montana FWP, 2020",harvested 9/11/18,2020-03-31 11:06:14,Silver Run,NO,NO
BRUC15089,,F,6,1,Silver Run,HD502,"Montana FWP, 2020","",2020-03-31 11:06:14,Silver Run,NO,NO
BRUC15090,,F,13,1,Silver Run,HD520 S,"Montana FWP, 2020","",2020-03-31 11:06:14,Silver Run,NO,NO
BRUC15091,,F,15,1,Silver Run,HD520 S,"Montana FWP, 2020",Tooth age 14-16; Ear Tag B: L376,2020-03-31 11:06:14,Silver Run,NO,NO
BRUC15097,,F,17,1,Silver Run,HD520 S,"Montana FWP, 2020","",2020-03-31 11:06:14,Silver Run,NO,NO
BRUC15099,,F,4,1,Silver Run,HD520 S,"Montana FWP, 2020","",2020-03-31 11:06:14,Silver Run,NO,NO
SRUN1604,,F,4,1,Silver Run,"Silver Run, east of Red Lodge, MT","Montana FWP, 2020","",2020-03-31 11:06:14,Silver Run,NO,NO
SRUN1607,,F,5,1,Silver Run,"Silver Run, east of Red Lodge, MT","Montana FWP, 2020","Hair loss both ears, Large ticks",2020-03-31 11:06:14,Silver Run,NO,NO
SRUN1609,,F,4,1,Silver Run,"Silver Run, east of Red Lodge, MT","Montana FWP, 2020","",2020-03-31 11:06:14,Silver Run,NO,NO
SRUN1610,,F,14,1,Silver Run,"Silver Run, east of Red Lodge, MT; RL North","Montana FWP, 2020","",2020-03-31 11:06:14,Silver Run,NO,NO
SRUN1611,,F,6,1,Silver Run,"Silver Run, east of Red Lodge, MT: RL North","Montana FWP, 2020","",2020-03-31 11:06:14,Silver Run,NO,NO
SRUN1616,,F,4,1,Silver Run,"Silver Run, east of Red Lodge, MT","Montana FWP, 2020","",2020-03-31 11:06:14,Silver Run,NO,NO
SRUN1619,,F,2,1,Silver Run,"Silver Run, east of Red Lodge, MT","Montana FWP, 2020",Group 2; vertical slice in right ear,2020-03-31 11:06:14,Silver Run,NO,NO
BRU17001,,F,"",1,Sixmile,"","Montana FWP, 2020","",2020-03-31 11:06:14,Northern,YES,NO
BRU17002,,F,4,1,Sixmile,"","Montana FWP, 2020","",2020-03-31 11:06:14,Northern,YES,NO
BRU17004,,F,"",1,Sixmile,"","Montana FWP, 2020",location est,2020-03-31 11:06:14,Northern,YES,NO
BRU17005,,F,2,1,Sixmile,"","Montana FWP, 2020","",2020-03-31 11:06:14,Northern,YES,NO
BRU17006,,F,9,1,Sixmile,"","Montana FWP, 2020","",2020-03-31 11:06:14,Northern,YES,NO
BRU17008,,F,14,1,Sixmile,"","Montana FWP, 2020","",2020-03-31 11:06:14,Northern,YES,NO
BRU17009,,F,5,1,Sixmile,"","Montana FWP, 2020","",2020-03-31 11:06:14,Northern,YES,NO
BRU17010,,F,6,1,Sixmile,"","Montana FWP, 2020","",2020-03-31 11:06:14,Northern,YES,NO
BRU17011,,F,14,1,Sixmile,"","Montana FWP, 2020","",2020-03-31 11:06:14,Northern,YES,NO
BRU17013,,F,9,1,Sixmile,"","Montana FWP, 2020","",2020-03-31 11:06:14,Northern,YES,NO
BRU17014,,F,14,1,Sixmile,"","Montana FWP, 2020","capture crew processed, location est; no eartag",2020-03-31 11:06:14,Northern,YES,NO
BRU17015,,F,2,1,Sixmile,"","Montana FWP, 2020","",2020-03-31 11:06:14,Northern,YES,NO
BRU17016,,F,7,1,Sixmile,"","Montana FWP, 2020","",2020-03-31 11:06:14,Northern,YES,NO
BRU17017,,F,18,1,Sixmile,"","Montana FWP, 2020","",2020-03-31 11:06:14,Northern,YES,NO
BRU17018,,F,"",1,Sixmile,"","Montana FWP, 2020","capture crew processed, may not have eartag",2020-03-31 11:06:14,Northern,YES,NO
BRU17019,,F,7,1,Sixmile,"","Montana FWP, 2020","",2020-03-31 11:06:14,Northern,YES,NO
BRU17021,,F,10,1,Sixmile,"","Montana FWP, 2020","",2020-03-31 11:06:14,Northern,YES,NO
BRU17022,,F,12,1,Sixmile,"","Montana FWP, 2020","",2020-03-31 11:06:14,Northern,YES,NO
BRU17023,,F,3,1,Sixmile,"","Montana FWP, 2020",lot of ticks,2020-03-31 11:06:14,Northern,YES,NO
BRU17024,,F,6,1,Sixmile,"","Montana FWP, 2020","",2020-03-31 11:06:14,Northern,YES,NO
BRU17026,,F,7,1,Sixmile,"","Montana FWP, 2020","",2020-03-31 11:06:14,Northern,YES,NO
BRU17028,,F,9,1,Sixmile,"","Montana FWP, 2020","",2020-03-31 11:06:14,Northern,YES,NO
BRU17030,,F,11,1,Sixmile,"","Montana FWP, 2020","",2020-03-31 11:06:14,Northern,YES,NO
BRU17031,,F,4,1,Sixmile,"","Montana FWP, 2020","",2020-03-31 11:06:14,Northern,YES,NO
BRU17032,,F,18,1,Sixmile,"","Montana FWP, 2020","",2020-03-31 11:06:14,Northern,YES,NO
BRU17033,,F,19,1,Sixmile,"","Montana FWP, 2020",heavy ticks and mites; died 3/29/17 natural unknown,2020-03-31 11:06:14,Northern,YES,NO
BRU17034,,F,"",1,Sixmile,"","Montana FWP, 2020","",2020-03-31 11:06:14,Northern,YES,NO
BRU17036,,F,12,1,Sixmile,"","Montana FWP, 2020","",2020-03-31 11:06:14,Northern,YES,NO
BRU17037,,F,17,1,Sixmile,"","Montana FWP, 2020","",2020-03-31 11:06:14,Northern,YES,NO
BRU17038,,F,10,1,Sixmile,"","Montana FWP, 2020","",2020-03-31 11:06:14,Northern,YES,NO
BRU17039,,F,15,1,Sixmile,"","Montana FWP, 2020","",2020-03-31 11:06:14,Northern,YES,NO
BRU17040,,F,17,1,Sixmile,"","Montana FWP, 2020","",2020-03-31 11:06:14,Northern,YES,NO
BRU17041,,F,3,1,Sixmile,"","Montana FWP, 2020",capture crew processed; no eartag,2020-03-31 11:06:14,Northern,YES,NO
37999,,"","",1,South Bighorn,Battle Mt,WGFD (Eric Maichak),"",2020-06-10 09:26:30,South Bighorn,NO,NO
37998,,"","",1,South Bighorn,Blue Creek,WGFD (Eric Maichak),"",2020-06-10 09:26:30,South Bighorn,NO,NO
37982,,"","",1,South Bighorn,Otter Creek,WGFD (Eric Maichak),"",2020-06-10 09:26:30,South Bighorn,NO,NO
37983,,"","",1,South Bighorn,Otter Creek,WGFD (Eric Maichak),"",2020-06-10 09:26:30,South Bighorn,NO,NO
43525,,"","",1,South Bighorn,Bald Ridge,WGFD (Eric Maichak),"",2020-06-10 09:26:30,South Bighorn,NO,NO
38000,,"","",1,South Bighorn,Crazy Woman,WGFD (Eric Maichak),"",2020-06-10 09:26:30,South Bighorn,NO,NO
39066,,"","",1,South Bighorn,Crazy Woman,WGFD (Eric Maichak),"",2020-06-10 09:26:30,South Bighorn,NO,NO
39542,,"","",1,South Bighorn,Crazy Woman,WGFD (Eric Maichak),"",2020-06-10 09:26:30,South Bighorn,NO,NO
39545,,"","",1,South Bighorn,Crazy Woman,WGFD (Eric Maichak),"",2020-06-10 09:26:30,South Bighorn,NO,NO
43526,,"","",1,South Bighorn,Crazy Woman,WGFD (Eric Maichak),"",2020-06-10 09:26:30,South Bighorn,NO,NO
46533,,"","",1,South Bighorn,Crazy Woman,WGFD (Eric Maichak),"",2020-06-10 09:26:30,South Bighorn,NO,NO
37992,,"","",1,South Bighorn,Battle Mt,WGFD (Eric Maichak),"",2020-06-10 09:26:30,South Bighorn,NO,NO
37986,,"","",1,South Bighorn,Middle Fork,WGFD (Eric Maichak),"",2020-06-10 09:26:30,South Bighorn,NO,NO
39600,,"","",1,South Bighorn,Otter Creek,WGFD (Eric Maichak),"",2020-06-10 09:26:30,South Bighorn,NO,NO
38783,,"","",1,South Bighorn,Battle Mt,WGFD (Eric Maichak),"",2020-06-10 09:26:30,South Bighorn,NO,NO
37995,,"","",1,South Bighorn,Otter Creek,WGFD (Eric Maichak),"",2020-06-10 09:26:30,South Bighorn,NO,NO
37996,,"","",1,South Bighorn,Blue Creek,WGFD (Eric Maichak),"",2020-06-10 09:26:30,South Bighorn,NO,NO
39595,,"","",1,South Bighorn,Crazy Woman,WGFD (Eric Maichak),"",2020-06-10 09:26:30,South Bighorn,NO,NO
39064,,"","",1,South Bighorn,Middle Fork,WGFD (Eric Maichak),"",2020-06-10 09:26:30,South Bighorn,NO,NO
38782,,"","",1,South Bighorn,Otter Creek,WGFD (Eric Maichak),"",2020-06-10 09:26:30,South Bighorn,NO,NO
37990,,"","",1,South Bighorn,Blue Creek,WGFD (Eric Maichak),"",2020-06-10 09:26:30,South Bighorn,NO,NO
39065,,"","",1,South Bighorn,Bald Ridge,WGFD (Eric Maichak),"",2020-06-10 09:26:30,South Bighorn,NO,NO
39039,,"","",1,South Bighorn,Middle Fork,WGFD (Eric Maichak),"",2020-06-10 09:26:30,South Bighorn,NO,NO
37985,,"","",1,South Bighorn,Otter Creek,WGFD (Eric Maichak),"",2020-06-10 09:26:30,South Bighorn,NO,NO
39042,,"","",1,South Bighorn,Middle Fork,WGFD (Eric Maichak),"",2020-06-10 09:26:30,South Bighorn,NO,NO
39091,,"","",1,South Bighorn,Bald Ridge,WGFD (Eric Maichak),"",2020-06-10 09:26:30,South Bighorn,NO,NO
39092,,"","",1,South Bighorn,Bald Ridge,WGFD (Eric Maichak),"",2020-06-10 09:26:30,South Bighorn,NO,NO
38811,,"","",1,South Bighorn,Middle Fork,WGFD (Eric Maichak),"",2020-06-10 09:26:30,South Bighorn,NO,NO
37991,,"","",1,South Bighorn,Middle Fork,WGFD (Eric Maichak),"",2020-06-10 09:26:30,South Bighorn,NO,NO
37989,,"","",1,South Bighorn,Middle Fork,WGFD (Eric Maichak),"",2020-06-10 09:26:30,South Bighorn,NO,NO
37999,,"","",1,South Bighorn,Battle Mt,WGFD (Eric Maichak),"",2020-06-10 09:26:30,South Bighorn,NO,NO
37998,,"","",1,South Bighorn,Blue Creek,WGFD (Eric Maichak),"",2020-06-10 09:26:30,South Bighorn,NO,NO
37982,,"","",1,South Bighorn,Otter Creek,WGFD (Eric Maichak),"",2020-06-10 09:26:30,South Bighorn,NO,NO
37983,,"","",1,South Bighorn,Otter Creek,WGFD (Eric Maichak),"",2020-06-10 09:26:30,South Bighorn,NO,NO
43525,,"","",1,South Bighorn,Bald Ridge,WGFD (Eric Maichak),"",2020-06-10 09:26:30,South Bighorn,NO,NO
38000,,"","",1,South Bighorn,Crazy Woman,WGFD (Eric Maichak),"",2020-06-10 09:26:30,South Bighorn,NO,NO
39066,,"","",1,South Bighorn,Crazy Woman,WGFD (Eric Maichak),"",2020-06-10 09:26:30,South Bighorn,NO,NO
39542,,"","",1,South Bighorn,Crazy Woman,WGFD (Eric Maichak),"",2020-06-10 09:26:30,South Bighorn,NO,NO
39545,,"","",1,South Bighorn,Crazy Woman,WGFD (Eric Maichak),"",2020-06-10 09:26:30,South Bighorn,NO,NO
43526,,"","",1,South Bighorn,Crazy Woman,WGFD (Eric Maichak),"",2020-06-10 09:26:30,South Bighorn,NO,NO
46533,,"","",1,South Bighorn,Crazy Woman,WGFD (Eric Maichak),"",2020-06-10 09:26:30,South Bighorn,NO,NO
37992,,"","",1,South Bighorn,Battle Mt,WGFD (Eric Maichak),"",2020-06-10 09:26:30,South Bighorn,NO,NO
37986,,"","",1,South Bighorn,Middle Fork,WGFD (Eric Maichak),"",2020-06-10 09:26:30,South Bighorn,NO,NO
39600,,"","",1,South Bighorn,Otter Creek,WGFD (Eric Maichak),"",2020-06-10 09:26:30,South Bighorn,NO,NO
38783,,"","",1,South Bighorn,Battle Mt,WGFD (Eric Maichak),"",2020-06-10 09:26:30,South Bighorn,NO,NO
37995,,"","",1,South Bighorn,Otter Creek,WGFD (Eric Maichak),"",2020-06-10 09:26:30,South Bighorn,NO,NO
37996,,"","",1,South Bighorn,Blue Creek,WGFD (Eric Maichak),"",2020-06-10 09:26:30,South Bighorn,NO,NO
39595,,"","",1,South Bighorn,Crazy Woman,WGFD (Eric Maichak),"",2020-06-10 09:26:30,South Bighorn,NO,NO
39064,,"","",1,South Bighorn,Middle Fork,WGFD (Eric Maichak),"",2020-06-10 09:26:30,South Bighorn,NO,NO
38782,,"","",1,South Bighorn,Otter Creek,WGFD (Eric Maichak),"",2020-06-10 09:26:30,South Bighorn,NO,NO
37990,,"","",1,South Bighorn,Blue Creek,WGFD (Eric Maichak),"",2020-06-10 09:26:30,South Bighorn,NO,NO
39065,,"","",1,South Bighorn,Bald Ridge,WGFD (Eric Maichak),"",2020-06-10 09:26:30,South Bighorn,NO,NO
39039,,"","",1,South Bighorn,Middle Fork,WGFD (Eric Maichak),"",2020-06-10 09:26:30,South Bighorn,NO,NO
37985,,"","",1,South Bighorn,Otter Creek,WGFD (Eric Maichak),"",2020-06-10 09:26:30,South Bighorn,NO,NO
39042,,"","",1,South Bighorn,Middle Fork,WGFD (Eric Maichak),"",2020-06-10 09:26:30,South Bighorn,NO,NO
39091,,"","",1,South Bighorn,Bald Ridge,WGFD (Eric Maichak),"",2020-06-10 09:26:30,South Bighorn,NO,NO
39092,,"","",1,South Bighorn,Bald Ridge,WGFD (Eric Maichak),"",2020-06-10 09:26:30,South Bighorn,NO,NO
38811,,"","",1,South Bighorn,Middle Fork,WGFD (Eric Maichak),"",2020-06-10 09:26:30,South Bighorn,NO,NO
37991,,"","",1,South Bighorn,Middle Fork,WGFD (Eric Maichak),"",2020-06-10 09:26:30,South Bighorn,NO,NO
37989,,"","",1,South Bighorn,Middle Fork,WGFD (Eric Maichak),"",2020-06-10 09:26:30,South Bighorn,NO,NO
ELK_195,,"","",1,South Wind River,HA99,WGFD,"",2020-02-24 12:52:06,South Wind River,NO,YES
ELK_198,,"","",1,South Wind River,HA99,WGFD,"",2020-02-24 12:52:06,South Wind River,NO,YES
ELK_202,,"","",1,South Wind River,HA99,WGFD,"",2020-02-24 12:52:06,South Wind River,NO,YES
ELK_212,,"","",1,South Wind River,HA99,WGFD,"",2020-02-24 12:52:06,South Wind River,NO,YES
ELK_213,,"","",1,South Wind River,HA99,WGFD,"",2020-02-24 12:52:06,South Wind River,NO,YES
ELK_214,,"","",1,South Wind River,HA99,WGFD,"",2020-02-24 12:52:06,South Wind River,NO,YES
ELK_215,,"","",1,South Wind River,HA99,WGFD,"",2020-02-24 12:52:06,South Wind River,NO,YES
ELK_217,,"","",1,South Wind River,HA99,WGFD,"",2020-02-24 12:52:06,South Wind River,NO,YES
ELK_218,,"","",1,South Wind River,HA99,WGFD,"",2020-02-24 12:52:06,South Wind River,NO,YES
ELK_222,,"","",1,South Wind River,HA99,WGFD,"",2020-02-24 12:52:06,South Wind River,NO,YES
ELK_224,,"","",1,South Wind River,HA99,WGFD,"",2020-02-24 12:52:06,South Wind River,NO,YES
ELK_225,,"","",1,South Wind River,HA99,WGFD,"",2020-02-24 12:52:06,South Wind River,NO,YES
ELK_226,,"","",1,South Wind River,HA99,WGFD,"",2020-02-24 12:52:06,South Wind River,NO,YES
ELK_229,,"","",1,South Wind River,HA99,WGFD,"",2020-02-24 12:52:06,South Wind River,NO,YES
ELK_460,,"","",1,South Wind River,HA99,WGFD,"",2020-02-24 12:52:06,South Wind River,NO,YES
ELK_476,,"","",1,South Wind River,HA99,WGFD,"",2020-02-24 12:52:06,South Wind River,NO,YES
ELK_478,,"","",1,South Wind River,HA99,WGFD,"",2020-02-24 12:52:06,South Wind River,NO,YES
ELK_480,,"","",1,South Wind River,HA99,WGFD,"",2020-02-24 12:52:06,South Wind River,NO,YES
ELK_481,,"","",1,South Wind River,HA99,WGFD,"",2020-02-24 12:52:06,South Wind River,NO,YES
ELK_533,,"","",1,South Wind River,HA99,WGFD,"",2020-02-24 12:52:06,South Wind River,NO,YES
ELK_534,,"","",1,South Wind River,HA99,WGFD,"",2020-02-24 12:52:06,South Wind River,NO,YES
ELK_536,,"","",1,South Wind River,HA99,WGFD,"",2020-02-24 12:52:06,South Wind River,NO,YES
ELK_537,,"","",1,South Wind River,HA99,WGFD,"",2020-02-24 12:52:06,South Wind River,NO,YES
700033A,,"","",1,Targhee,"",Aly Courtemanch Telonics,"",12/4/2019 12:18,Targhee,YES,YES
700034A,,"","",1,Targhee,"",Aly Courtemanch Telonics,"",12/4/2019 12:18,Targhee,YES,YES
700035A,,"","",1,Targhee,"",Aly Courtemanch Telonics,"",12/4/2019 12:18,Targhee,YES,YES
700036A,,"","",1,Targhee,"",Aly Courtemanch Telonics,"",12/4/2019 12:18,Targhee,YES,YES
700037A,,"","",1,Targhee,"",Aly Courtemanch Telonics,"",12/4/2019 12:18,Targhee,YES,YES
700038A,,"","",1,Targhee,"",Aly Courtemanch Telonics,"",12/4/2019 12:18,Targhee,YES,YES
700039A,,"","",1,Targhee,"",Aly Courtemanch Telonics,Mortality date: 2/19/2019,12/4/2019 12:18,Targhee,YES,YES
700040A,,"","",1,Targhee,"",Aly Courtemanch Telonics,Mortality Date: 8/14/18,12/4/2019 12:18,Targhee,YES,YES
700040A2,,"","",1,Targhee,"",Aly Courtemanch Telonics,"",12/4/2019 12:18,Targhee,YES,YES
700041A,,"","",1,Targhee,"",Aly Courtemanch Telonics,"",12/4/2019 12:18,Targhee,YES,YES
700042A,,"","",1,Targhee,"",Aly Courtemanch Telonics,Mortality date: 7/2/2018,12/4/2019 12:18,Targhee,YES,YES
700042A2,,"","",1,Targhee,"",Aly Courtemanch Telonics,"",12/4/2019 12:18,Targhee,YES,YES
700043A,,"","",1,Targhee,"",Aly Courtemanch Telonics,"",12/4/2019 12:18,Targhee,YES,YES
700045A,,"","",1,Targhee,"",Aly Courtemanch Telonics,"",12/4/2019 12:18,Targhee,YES,YES
700046A,,"","",1,Targhee,"",Aly Courtemanch Telonics,"",12/4/2019 12:18,Targhee,YES,YES
700047A,,"","",1,Targhee,"",Aly Courtemanch Telonics,"",12/4/2019 12:18,Targhee,YES,YES
700048A,,"","",1,Targhee,"",Aly Courtemanch Telonics,"",12/4/2019 12:18,Targhee,YES,YES
700049A,,"","",1,Targhee,"",Aly Courtemanch Telonics,"",12/4/2019 12:18,Targhee,YES,YES
700050A,,"","",1,Targhee,"",Aly Courtemanch Telonics,"",12/4/2019 12:18,Targhee,YES,YES
700051A,,"","",1,Targhee,"",Aly Courtemanch Telonics,"",12/4/2019 12:18,Targhee,YES,YES
700052A,,"","",1,Targhee,"",Aly Courtemanch Telonics,"",12/4/2019 12:18,Targhee,YES,YES
700053A,,"","",1,Targhee,"",Aly Courtemanch Telonics,"",12/4/2019 12:18,Targhee,YES,YES
700054A,,"","",1,Targhee,"",Aly Courtemanch Telonics,"",12/4/2019 12:18,Targhee,YES,YES
700055A,,"","",1,Targhee,"",Aly Courtemanch Telonics,Mortality Date: 1/27/2019,12/4/2019 12:18,Targhee,YES,YES
700055A2,,"","",1,Targhee,"",Aly Courtemanch Telonics,"",12/4/2019 12:18,Targhee,YES,YES
